,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,neighborhood,latitude,longitude,address1,address2,address3,city,zip_code,state,country
4,2xsKJEwYzjCWS7MK2qyYUg,vendemmia-seattle,Vendemmia,https://s3-media4.fl.yelpcdn.com/bphoto/HVk5UlKnNXn6vGbCKw-e7w/o.jpg,False,https://www.yelp.com/biz/vendemmia-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,163.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$$,+12064662533,(206) 466-2533,1004.79116616456,Central District,47.6122937491713,-122.289220162563,1126 34th Ave,,,Seattle,98122,WA,US
5,s3VJhNx6sdeNGCcWET-vOQ,the-barbeque-pit-seattle-2,The Barbeque Pit,https://s3-media4.fl.yelpcdn.com/bphoto/yxceVczu2uQmhTcrOT-t6Q/o.jpg,False,https://www.yelp.com/biz/the-barbeque-pit-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,312.0,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"['pickup', 'delivery']",$,+12063253205,(206) 325-3205,838.0261171593269,Central District,47.601861,-122.308226,1816 E yesler Wy,,,Seattle,98122,WA,US
6,E0jzAxh2u7ifsOeZ4qnp6A,wood-shop-bbq-seattle,Wood Shop BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/q-fnXBkNRi9s3bvOH62y4g/o.jpg,False,https://www.yelp.com/biz/wood-shop-bbq-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,467.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],$$,+12064857381,(206) 485-7381,786.7782866616037,Central District,47.59906,-122.29914,2513 S Jackson St,,,Seattle,98144,WA,US
7,NulXitxz9FaPSQReNehACQ,bistro-turkuaz-seattle,Bistro Turkuaz,https://s3-media2.fl.yelpcdn.com/bphoto/o6H7yJqdBfIomZi3rFK3uw/o.jpg,False,https://www.yelp.com/biz/bistro-turkuaz-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,120.0,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,['delivery'],$$,+12063243039,(206) 324-3039,991.2678697432984,Central District,47.6121807,-122.2893104,1114 34th Ave,,,Seattle,98122,WA,US
8,Sl-Upreoh7Lba8jP2-ehwA,ezells-famous-chicken-seattle-3,Ezell's Famous Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/TLTtJDjVlPUGn_ScsVNHrw/o.jpg,False,https://www.yelp.com/biz/ezells-famous-chicken-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,766.0,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",3.5,['delivery'],$,+12063244141,(206) 324-4141,301.97515426184776,Central District,47.60632,-122.303011,501 23rd Ave,,,Seattle,98122,WA,US
9,-ZvCzmfQltMYgiGb_niOnQ,cafe-selam-seattle,Cafe Selam,https://s3-media2.fl.yelpcdn.com/bphoto/ORS2DfzZFeXK6hTMEmr02A/o.jpg,False,https://www.yelp.com/biz/cafe-selam-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,277.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.5,['delivery'],$$,+12063280404,(206) 328-0404,235.60465647277394,Central District,47.60779,-122.29707,2715 E Cherry St,Ste B,,Seattle,98122,WA,US
10,gZ7GyCmg6lmrqsAIGjlazQ,med-mix-seattle-4,Med Mix,https://s3-media4.fl.yelpcdn.com/bphoto/rrSHKkEX4y1XHOPzSUQ7og/o.jpg,False,https://www.yelp.com/biz/med-mix-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,82.0,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"['pickup', 'delivery']",$,+12063255642,(206) 325-5642,802.9294733921471,Central District,47.59946,-122.30302,2204 S Jackson St,,,Seattle,98144,WA,US
11,Yh8ws9L4Ss-3QOdYXOH5ZA,soulful-dishes-seattle,Soulful Dishes,https://s3-media3.fl.yelpcdn.com/bphoto/oBpZXMQGo88Rib3Am2V8WQ/o.jpg,False,https://www.yelp.com/biz/soulful-dishes-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,20.0,"[{'alias': 'soulfood', 'title': 'Soul Food'}]",4.5,['delivery'],,,,874.4712726710492,Central District,47.6018100273963,-122.308759912848,1800 E Yesler Way,,,Seattle,98122,WA,US
12,LAYH-S2juj5Z2q1_XVwDzQ,hi-spot-cafe-seattle,Hi Spot Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/WzF_F97yYjIQR-wv27Er6Q/o.jpg,False,https://www.yelp.com/biz/hi-spot-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,384.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,+12063257905,(206) 325-7905,1097.6653231140842,Central District,47.61325,-122.2891,1410 34th Ave,,,Seattle,98122,WA,US
13,-pa-22jT0ssGBiBaGQWiqA,the-harvest-vine-seattle,The Harvest Vine,https://s3-media1.fl.yelpcdn.com/bphoto/8fwk-_DmYliIOi2rkK4hvA/o.jpg,False,https://www.yelp.com/biz/the-harvest-vine-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,621.0,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'basque', 'title': 'Basque'}]",4.5,['delivery'],$$$,+12063209771,(206) 320-9771,1835.8143081588573,Central District,47.62258,-122.29725,2701 E Madison St,,,Seattle,98112,WA,US
14,OBvw1H90MmBVIHekfsHwEQ,the-twilight-exit-seattle-2,The Twilight Exit,https://s3-media3.fl.yelpcdn.com/bphoto/KZW6eY2bHhC01tySFwJ5zw/o.jpg,False,https://www.yelp.com/biz/the-twilight-exit-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,214.0,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['delivery'],$$,+12063247462,(206) 324-7462,235.74257881175288,Central District,47.60818,-122.2994,2514 E Cherry St,,,Seattle,98122,WA,US
15,Vuqc6s6gsYpGMVY34nTc_g,red-cow-seattle,Red Cow,https://s3-media3.fl.yelpcdn.com/bphoto/BiGKb-tIF0sa9LEaEmeSnA/o.jpg,False,https://www.yelp.com/biz/red-cow-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,269.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,['delivery'],$$$,+12064547932,(206) 454-7932,1105.7500429919426,Central District,47.6135963,-122.2892844,1423 34th Ave,,,Seattle,98122,WA,US
16,7yyDBhwcpSvlCSjsIclnmw,feed-co-burgers-seattle-3,Feed Co. Burgers,https://s3-media4.fl.yelpcdn.com/bphoto/yQMhpRKSfQnAEsz082zD-g/o.jpg,False,https://www.yelp.com/biz/feed-co-burgers-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,173.0,"[{'alias': 'burgers', 'title': 'Burgers'}]",3.5,['delivery'],$$,+12067266000,(206) 726-6000,760.4827367149948,Central District,47.6127807950165,-122.301238827379,1190 24th Ave,,,Seattle,98122,WA,US
17,cy0LGQD1xM-7xkdq4dESJw,layers-sandwich-co-seattle,Layers Sandwich Co.,https://s3-media1.fl.yelpcdn.com/bphoto/hwmt2QDlHzeUcRjl4-RCfg/o.jpg,False,https://www.yelp.com/biz/layers-sandwich-co-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,4.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'newamerican', 'title': 'American (New)'}]",5.0,[],,+17023327422,(702) 332-7422,351.8747182681343,Central District,47.60984,-122.30147,,,,Seattle,98122,WA,US
18,mO-OPKmvA4VtpZHoAlvFxA,kin-dee-seattle-4,Kin Dee,https://s3-media2.fl.yelpcdn.com/bphoto/SSPqiX9K9Q1OTJR-L2I_Tg/o.jpg,False,https://www.yelp.com/biz/kin-dee-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,105.0,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"['pickup', 'delivery']",,+12064535514,(206) 453-5514,1460.6400423087405,Central District,47.61913,-122.30235,2301 E Madison St,,,Seattle,98112,WA,US
19,-0cEJtXVOQmKgmQtXI-neA,bottlehouse-seattle,Bottlehouse,https://s3-media4.fl.yelpcdn.com/bphoto/u73SYqhctReZBWiKEveVXQ/o.jpg,False,https://www.yelp.com/biz/bottlehouse-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,317.0,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,['delivery'],$$,+12067087164,(206) 708-7164,1107.5022931489752,Central District,47.61347,-122.28899,1416 34th Ave,,,Seattle,98122,WA,US
20,cnLSG2fDzd6X9J3eGtM5UA,fish-box-seattle-2,Fish Box,https://s3-media2.fl.yelpcdn.com/bphoto/Snju7dyD5ihY73ARS5gu1w/o.jpg,False,https://www.yelp.com/biz/fish-box-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",5.0,"['pickup', 'delivery']",,+12062271911,(206) 227-1911,602.0009276063254,Central District,47.603273,-122.305833,172 20th Ave,,,Seattle,98122,WA,US
21,IIHDuM9KiNBwL3mm5et_IA,thats-amore-italian-cafe-seattle,That's Amore! Italian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ngx4asvBf3Ti35rtyih7qQ/o.jpg,False,https://www.yelp.com/biz/thats-amore-italian-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,286.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$,+12063223677,(206) 322-3677,1899.4815193883062,Central District,47.58956,-122.29267,1425 31st Ave S,,,Seattle,98144,WA,US
22,ME0JbwrSqB7dXM6jvewa9w,ras-dashen-seattle,Ras Dashen,https://s3-media4.fl.yelpcdn.com/bphoto/Pf87xn2L-899V6iglDv6Jw/o.jpg,False,https://www.yelp.com/biz/ras-dashen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,106.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.5,"['pickup', 'delivery']",$$,+12067097626,(206) 709-7626,310.130092035589,Central District,47.60776,-122.29567,2801 E Cherry St,,,Seattle,98122,WA,US
23,1KBmWMztYIYS1FdRzGYT7w,meskel-ethiopian-restaurant-seattle,Meskel Ethiopian Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/1PUqnJ_ABsy050Wcz1HrfA/o.jpg,False,https://www.yelp.com/biz/meskel-ethiopian-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,148.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.0,['delivery'],$$,+12068601724,(206) 860-1724,190.52238996364238,Central District,47.6078,-122.29856,2605 E Cherry St,,,Seattle,98122,WA,US
24,6i8EM7X0mGJesKeHgHZ17g,tacos-chukis-seattle-10,Tacos Chukis,https://s3-media3.fl.yelpcdn.com/bphoto/9vfSYNY5Cxb8yIuE188khg/o.jpg,False,https://www.yelp.com/biz/tacos-chukis-seattle-10?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,81.0,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,['delivery'],$,,,793.4883080928913,Central District,47.61281,-122.30342,2203 E Union St,,,Seattle,98122,WA,US
25,v9daiheQq39ebuIm18lyBg,cheese-platters-seattle-2,Cheese Platters,https://s3-media1.fl.yelpcdn.com/bphoto/-SCC_sbZ7wgC9D2yVO-jrw/o.jpg,False,https://www.yelp.com/biz/cheese-platters-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,19.0,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",5.0,['delivery'],,+12063229140,(206) 322-9140,758.0821122167265,Central District,47.612772,-122.29684,2717 E Union St,,,Seattle,98122,WA,US
26,YJMvXVKnCKy99prNe1zpWg,quick-pack-food-mart-seattle,Quick Pack Food Mart,https://s3-media1.fl.yelpcdn.com/bphoto/YRxtN8LaVnRsnC4jtie2Ng/o.jpg,False,https://www.yelp.com/biz/quick-pack-food-mart-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,69.0,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.5,['delivery'],$,+12063282127,(206) 328-2127,743.9345769942356,Central District,47.59941,-122.29781,2616 S Jackson St,,,Seattle,98144,WA,US
27,7eoMEbus8ANI15VuYzUNkQ,moonlight-cafe-seattle,Moonlight Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/A_mfjeugIl8qKFBO8qH5lw/o.jpg,False,https://www.yelp.com/biz/moonlight-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,412.0,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,['delivery'],$,+12063223378,(206) 322-3378,983.4370575494529,Central District,47.59901,-122.30672,1919 S Jackson St,,,Seattle,98144,WA,US
28,t-Z9bvmlgUyDtomGmttrUQ,guerilla-pizza-kitchen-seattle,Guerilla Pizza Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/uMrdEjc9J_4Tb1PtAb71UA/o.jpg,False,https://www.yelp.com/biz/guerilla-pizza-kitchen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",5.0,[],,,,341.701773331255,Central District,47.608127,-122.302435,2300 E Cherry St,,,Seattle,98122,WA,US
29,t_gtukc6r3yI5TzDHwdVZw,the-neighbor-lady-seattle,The Neighbor Lady,https://s3-media2.fl.yelpcdn.com/bphoto/uu7qpZZuWm7eins3J70uVw/o.jpg,False,https://www.yelp.com/biz/the-neighbor-lady-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,157.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,+12066952072,(206) 695-2072,819.891405964107,Central District,47.613193657257,-122.3020362854,2308 E Union St,,,Seattle,98122,WA,US
30,0BlqNgcFAM3zjfN1xHvllw,zagol-ethiopian-restaurant-seattle-3,Zagol Ethiopian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/S_pAECZozU6--2Z3zdtSlg/o.jpg,False,https://www.yelp.com/biz/zagol-ethiopian-restaurant-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,45.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.5,['delivery'],,+12063221019,(206) 322-1019,279.67374466702717,Central District,47.6081117138039,-122.29673426558,2722 E Cherry St,,,Seattle,98122,WA,US
31,et4eWK49x5od4lfqCukG6w,central-pizza-seattle,Central Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/AGZM5U1UZDIfhlh5iRCKcQ/o.jpg,False,https://www.yelp.com/biz/central-pizza-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,153.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['pickup', 'delivery']",$$,+12066026333,(206) 602-6333,855.2493882485115,Central District,47.598976,-122.294685,2901 S Jackson St,,,Seattle,98144,WA,US
32,BxOnJRIVhJPqNlJlG4j3Zw,mama-sambusa-s-small-kitchen-seattle,Mama Sambusa’s Small Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/tBNwez7L8uokLWz9SH6bcQ/o.jpg,False,https://www.yelp.com/biz/mama-sambusa-s-small-kitchen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'african', 'title': 'African'}, {'alias': 'greek', 'title': 'Greek'}]",5.0,[],,+12063562911,(206) 356-2911,225.0753389428293,Central District,47.608099346007,-122.29955720942,2510 E Cherry St,,,Seattle,98122,WA,US
33,aMHOtT5WI4inmIV8kavmIw,adey-abeba-ethiopian-restaurant-seattle,Adey Abeba Ethiopian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/dVKGZiwKM-6cY1eYc7EdCQ/o.jpg,False,https://www.yelp.com/biz/adey-abeba-ethiopian-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,151.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.5,['delivery'],$$,+12063221617,(206) 322-1617,822.1444917067389,Central District,47.61271,-122.30391,2123 E Union St,,,Seattle,98122,WA,US
