,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,cuisine
5,BxOnJRIVhJPqNlJlG4j3Zw,mama-sambusa-s-small-kitchen-seattle,Mama Sambusa’s Small Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/tBNwez7L8uokLWz9SH6bcQ/o.jpg,False,https://www.yelp.com/biz/mama-sambusa-s-small-kitchen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'african', 'title': 'African'}, {'alias': 'greek', 'title': 'Greek'}]",5.0,"{'latitude': 47.608099346007, 'longitude': -122.29955720942}",[],,"{'address1': '2510 E Cherry St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['2510 E Cherry St', 'Seattle, WA 98122']}",+12063562911,(206) 356-2911,3312.2791177721015,african
6,ctvj0ClpF1L3vCXHXiLSIA,bahati-restaurant-seattle,Bahati Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/dfwQIhjWjNiJSkGOSIFe6Q/o.jpg,False,https://www.yelp.com/biz/bahati-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,7.0,"[{'alias': 'african', 'title': 'African'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,"{'latitude': 47.5557518, 'longitude': -122.2828827}","['pickup', 'delivery']",$$,"{'address1': '5212 Rainier Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['5212 Rainier Ave S', 'Seattle, WA 98118']}",+12065196465,(206) 519-6465,8691.081942369878,african
0,9QQ6PKGAJVEq-X5iyrJ5Gg,yalla-seattle-seattle,Yalla Seattle,https://s3-media1.fl.yelpcdn.com/bphoto/zQ914SCGXvwE9Z6EZ_Z8dw/o.jpg,False,https://www.yelp.com/biz/yalla-seattle-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,52.0,"[{'alias': 'arabian', 'title': 'Arabian'}, {'alias': 'syrian', 'title': 'Syrian'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.5,"{'latitude': 47.6180659758777, 'longitude': -122.326185198959}",['delivery'],,"{'address1': '1510 E Olive Way', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1510 E Olive Way', 'Seattle, WA 98122']}",,,1075.6197801355813,arabian
1,bd0YQIR7rWP36f3K_5Gz5g,babylon-restaurant-everett,Babylon Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/cariOsMSqS3cjl-ujEafyg/o.jpg,False,https://www.yelp.com/biz/babylon-restaurant-everett?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,57.0,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'arabian', 'title': 'Arabian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 47.910678, 'longitude': -122.213702}","['pickup', 'delivery']",$,"{'address1': '1402 SE Everett Mall Way', 'address2': '', 'address3': '', 'city': 'Everett', 'zip_code': '98208', 'country': 'US', 'state': 'WA', 'display_address': ['1402 SE Everett Mall Way', 'Everett, WA 98208']}",+14254230456,(425) 423-0456,32999.86269364116,arabian
0,yooBjuMxEjRFCwN7Wz5-Yg,buenos-aires-grill-seattle-2,Buenos Aires Grill,https://s3-media4.fl.yelpcdn.com/bphoto/9l8bmwvTmBhh8VSQntCCeQ/o.jpg,False,https://www.yelp.com/biz/buenos-aires-grill-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,214.0,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'argentine', 'title': 'Argentine'}]",4.0,"{'latitude': 47.61403, 'longitude': -122.34731}",['delivery'],$$$,"{'address1': '2328 1st Ave', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2328 1st Ave', 'Seattle, WA 98121']}",+12064483114,(206) 448-3114,1538.4410874526372,argentine
1,iLiUs9hD98RzGEbogm8ALw,boca-restobar-and-grill-seattle-2,BOCA Restobar & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/7d15w4qkogwXN9D_GiFIGg/o.jpg,False,https://www.yelp.com/biz/boca-restobar-and-grill-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,109.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 47.6225352, 'longitude': -122.3206103}",['delivery'],$$,"{'address1': '416 Broadway E', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98102', 'country': 'US', 'state': 'WA', 'display_address': ['416 Broadway E', 'Seattle, WA 98102']}",+12063221063,(206) 322-1063,1161.8008639406933,argentine
2,XzdA05aG8dvMBQQEgJwGiw,patagon-seattle-2,Patagon,https://s3-media4.fl.yelpcdn.com/bphoto/Uw0hxDDmeBbo4sfIKI17pw/o.jpg,False,https://www.yelp.com/biz/patagon-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,114.0,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.5,"{'latitude': 47.61074, 'longitude': -122.33978}",['delivery'],$$,"{'address1': '1610 2nd Ave', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1610 2nd Ave', 'Seattle, WA 98101']}",+12062567520,(206) 256-7520,1637.1849886816206,argentine
3,XhHUJi5NtkoXRrIsZRJf9w,pampeana-empanadas-seattle-2,Pampeana Empanadas,https://s3-media3.fl.yelpcdn.com/bphoto/0fP_Nr2w8vNFnxxlTZr8Vg/o.jpg,False,https://www.yelp.com/biz/pampeana-empanadas-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,20.0,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",4.5,"{'latitude': 47.6659099, 'longitude': -122.31358}",[],$$,"{'address1': '5031 University Way NE', 'address2': '', 'address3': 'U District Farmers Market', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['5031 University Way NE', 'U District Farmers Market', 'Seattle, WA 98105']}",+12539736589,(253) 973-6589,4811.719888333799,argentine
4,U-NfB7_tIi5DxFR_lozNGw,rockys-empanadas-redmond,Rocky's Empanadas,https://s3-media3.fl.yelpcdn.com/bphoto/I4K6paePDO5Qq80kSwxlTg/o.jpg,False,https://www.yelp.com/biz/rockys-empanadas-redmond?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,200.0,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",4.5,"{'latitude': 47.661601, 'longitude': -122.095272}","['pickup', 'delivery']",$,"{'address1': '18390 Redmond Way', 'address2': 'Bldg E', 'address3': '', 'city': 'Redmond', 'zip_code': '98052', 'country': 'US', 'state': 'WA', 'display_address': ['18390 Redmond Way', 'Bldg E', 'Redmond, WA 98052']}",+14259968820,(425) 996-8820,18442.009332635538,argentine
5,BoGlSeI1MIojWVYw51g0ww,el-argento-kent-44,El Argento,https://s3-media3.fl.yelpcdn.com/bphoto/TG2KWuu2oDMox-0dLV5XLQ/o.jpg,False,https://www.yelp.com/biz/el-argento-kent-44?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,19.0,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 47.38752, 'longitude': -122.25619}",[],$,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Kent', 'zip_code': '98032', 'country': 'US', 'state': 'WA', 'display_address': ['Kent, WA 98032']}",+14258293256,(425) 829-3256,24715.490556133143,argentine
0,h1Q0Wkx5TUUZeVjJrXTwmQ,chan-seattle-seattle-2,Chan Seattle,https://s3-media4.fl.yelpcdn.com/bphoto/VmCWBN6xBWySopG0kEzplw/o.jpg,False,https://www.yelp.com/biz/chan-seattle-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,913.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': 47.6098823547363, 'longitude': -122.341438293457}",['delivery'],$$,"{'address1': '86 Pine St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['86 Pine St', 'Seattle, WA 98101']}",+12063543564,(206) 354-3564,1783.8238301371016,asianfusion
1,_obwG8MG2OuFUe1TW3BjGw,stateside-seattle-3,Stateside,https://s3-media2.fl.yelpcdn.com/bphoto/BAgrza8F13S792PTwlsqhw/o.jpg,False,https://www.yelp.com/biz/stateside-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,938.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 47.6141895780828, 'longitude': -122.327432663824}","['delivery', 'restaurant_reservation']",$$,"{'address1': '300 E Pike St', 'address2': 'Ste 1200', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['300 E Pike St', 'Ste 1200', 'Seattle, WA 98122']}",+12065577273,(206) 557-7273,1387.6892442778644,asianfusion
2,2FS5eBVcFJ_W461ylUs38Q,palisade-seattle,Palisade,https://s3-media4.fl.yelpcdn.com/bphoto/Ps8n_cRcoA7YPEh0i2TyPA/o.jpg,False,https://www.yelp.com/biz/palisade-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1431.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 47.630364, 'longitude': -122.3915012}",[],$$$,"{'address1': '2601 W Marina Pl', 'address2': '', 'address3': 'Elliott Bay Marina', 'city': 'Seattle', 'zip_code': '98199', 'country': 'US', 'state': 'WA', 'display_address': ['2601 W Marina Pl', 'Elliott Bay Marina', 'Seattle, WA 98199']}",+12062851000,(206) 285-1000,4231.776516766492,asianfusion
3,XE0C4z-DByNlXZ2IUtouhA,reckless-noodle-house-seattle-2,Reckless Noodle House,https://s3-media1.fl.yelpcdn.com/bphoto/SQxhz71_QuJSJi2uyOUzsg/o.jpg,False,https://www.yelp.com/biz/reckless-noodle-house-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,209.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 47.5991, 'longitude': -122.29906}",['delivery'],$$,"{'address1': '2519 S Jackson St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['2519 S Jackson St', 'Seattle, WA 98144']}",+12063295499,(206) 329-5499,4003.8026774093696,asianfusion
4,vs5dhED5Yf8kqPp06OD2QQ,momiji-seattle,Momiji,https://s3-media1.fl.yelpcdn.com/bphoto/5XslhP5lqCIQd7KUFV4HSg/o.jpg,False,https://www.yelp.com/biz/momiji-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1416.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 47.61482, 'longitude': -122.31657}",['delivery'],$$,"{'address1': '1522 12th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1522 12th Ave', 'Seattle, WA 98122']}",+12064574068,(206) 457-4068,1851.6920744376196,asianfusion
5,ZHMHUTDxXhufLU-iFSNntg,hanok-seattle-2,Hanok,https://s3-media1.fl.yelpcdn.com/bphoto/j8YCeJOrP6jYCUf2RP4Wqg/o.jpg,False,https://www.yelp.com/biz/hanok-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,85.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 47.63383, 'longitude': -122.28028}",['delivery'],$$,"{'address1': '4021 E Madison St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['4021 E Madison St', 'Seattle, WA 98112']}",+12064023847,(206) 402-3847,4237.12481963469,asianfusion
6,_3wrETt6P6f41qZUYCu76w,gan-bei-seattle,Gan Bei,https://s3-media1.fl.yelpcdn.com/bphoto/0ijp5XXVgLZifOsIGGD28Q/o.jpg,False,https://www.yelp.com/biz/gan-bei-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,48.0,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"{'latitude': 47.59768, 'longitude': -122.32413}",['delivery'],,"{'address1': '670 S Weller St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['670 S Weller St', 'Seattle, WA 98104']}",+12066250408,(206) 625-0408,3199.6378729564653,asianfusion
7,IsvlaFF0EPEhh3ahTuC4xg,marination-ma-kai-seattle,Marination Ma Kai,https://s3-media1.fl.yelpcdn.com/bphoto/r19fwmu6kMkfnnBJw2pu_w/o.jpg,False,https://www.yelp.com/biz/marination-ma-kai-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1025.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 47.5895547295386, 'longitude': -122.380718663883}",['delivery'],$$,"{'address1': '1660 Harbor Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98126', 'country': 'US', 'state': 'WA', 'display_address': ['1660 Harbor Ave SW', 'Seattle, WA 98126']}",+12063288226,(206) 328-8226,5233.562586333581,asianfusion
8,2wceIVHS2iTwPDs4Brnlfg,meekong-bar-seattle-4,Meekong Bar,https://s3-media1.fl.yelpcdn.com/bphoto/U13oSc9bhi_hOba-7N0IXA/o.jpg,False,https://www.yelp.com/biz/meekong-bar-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,437.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 47.6167700829394, 'longitude': -122.346869073808}",['delivery'],$$,"{'address1': '2525 4th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2525 4th Ave', 'Seattle, WA 98121']}",+12062571030,(206) 257-1030,1284.393092690387,asianfusion
9,d6S_AgOYhWh3wWlCqP0_KQ,joule-seattle,Joule,https://s3-media4.fl.yelpcdn.com/bphoto/r1Uz6bosIrnwUyCjDa4nDQ/o.jpg,False,https://www.yelp.com/biz/joule-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,935.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 47.64962, 'longitude': -122.3424}",['delivery'],$$,"{'address1': '3506 Stone Way N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['3506 Stone Way N', 'Seattle, WA 98103']}",+12066325685,(206) 632-5685,2749.5920612341597,asianfusion
